,NAME,PHONE NO,COMPANY ORG,LOCATION,BIZ ADDRESS,SHARE CAPITAL,EMAIL,SECTOR,PRODUCT/SERVICES,NO OF EMPLOYEES,TURNOVER
,MONAPLIX ENERGY SERVICES LIMITED,234(0)8023574402,,Lagos,"17, Taslim Elias Close Off Ahmadu Bello Way",,monaplixenergyservices.com@gmail.com,Transport/storage,Marine Services,,
,TIMBAOBJECTS TECHNOLOGIES LIMITED,234(0)8033797801,,Lagos,"14, James Robertson Street Surulere",,info@timbaobjects.com; takidbo@timbaobjects.com,Information & Communication,Provide Software Development Services,,
,PRIMETEK ENGINEERING LIMITED,234(1)8928707,,Lagos,"Jide Oki Street Plot No. 306 And 307, Victoria Island",,tonye.tamuno@primeteknig.com,Petroleum downstream,"Provides Engineering Services, Provides Oil And Gas Services",,
,WEST AFRICAN COLLEGE OF PHYSICIANS,234(0)8037023974,,Lagos,6 Taylor Drive Off Edmund Crescent,,secgen@wac-physicians.org,Education,Engaged As A Medical College,,
,TENAUI AFRICA LIMITED,234(0)8023553203,,Lagos,Hotel Allen Avenue 3/5 Agbareh Close Behind Best Western,,sameh@tenaui.com,Other Service Activities ,"Printing Services,Supply Of Printing Materials And Machineries And All Kinds Of Printing Accessories",,
,INFORMATION CONNECTIVITY SOLUTIONS LIMITED,234(0)8150989824,,Lagos,"4Th Roundabout Lekki -Epe Expressway Oando Filling Station, Beside Ruby Garden",,toladejo@ic-sol.net,Information & Communication,"Data & Internet Connectivity, Lan(Structure Cabling & Wireless), Network Audit, Data Hosting, It Consultancy, Cctv(Installation & Management) &Voip",,
,EUROPLUS NIGERIA LIMITED,234(0)8101656168,,Lagos,"27A, Fatai Atere Way Matori Industrail Estate, Mushin",,vaibhav@europlusnigeria.com; sonasundes@gmail.com,Manufacturing,To carry on business of manufacturers of confectionaries & beverages of all kinds,,
,GREENWICH TRUST LIMITED,234(1)6310933,,Lagos,Oyin Jolayemi Street,,info@blvservices.com,Financial Services,Operates As A Boutique Investment Bank,,
,OMEGA HOLDINGS LIMITED NIGERIA,234(1)2694276,,Lagos,"34A, Awori Street Dolphin Estate",,rudolfludik@omegasol.com,Information & Communication,"Security Systems Services, Computer Related Services,",,
,SOLOMON EMPIRE LIMITED,234(0)8034064789,,Lagos,Ikeja,,bpe@solomonempire.com,Information & Communication,Provider Of Business Consulting And Intelligent Solutions,,
,BECKERS INDUSTRIAL COATINGS LTD,234(0)7033735655,,Lagos,Km 33 Lagos - Badagry Expressway Agbara,,info-ni@beckers-group.com,Other Service Activities ,"Provides Paint Coating Services For Automobile, Railway And Truck Trailers",,
,IDEOGRAM NIGERIA ENTERPRISES LTD,234(0)8074129736,,Lagos,11 Oseni Close Off Adeniran Ogunsanya Street Surulere,,afemo2000@hotmail.com,Information & Communication,"Providers Of Information Technology Services,Providers Of Information Technology Services And It Infrastructure Services, Provides Advice To Customers On It Strategy, Deploying And Integrating Appropriate Technologies",,
,LYMEX LIMITED,234(0)7087189473,,Lagos,Borno Way Ebutte Metta,,lola@lymex.co.uk,Wholesale/retail trade,"Wholesale Of Furniture, Furniture, Fittings And Fixtures, Home Furniture - Soft Furnishings And Upholstery, Office furniture",,
,JUBILEE-LIFE MORTGAGE BANK LIMITED,234(0)8022502795,,Lagos,Adeniyi Jones Avenue,,info@jubileelifeng.com,Financial Services,"Provides Mortgage Solutions, NHF Packages, Loan Syndication services",,
,EARLY HEIGHTS COLLEGE LIMITED,234(0)8123825556,,Ogun,Baba Dada,,support@earlyheightscollege.com; info@earlyheightscollege.co,Education,"Operates Educational Institute, Runs Colleges & Universities For All Standards",,
,BILLING COST ASSOCIATES,234(0)8125150433,,Lagos,Cross Grace House 15 Macarthy Street,,info@billingcostassociates.com,Other Service Activities ,"Engaged As Chartered Quantity Surveying And Project Management Firm ,  Services In Quantity Surveying, Construction Claims Consultancy And Project Management Services In The Construction Industry",,
,PURE STRING SOLUTIONS,234(0)8030624849,,Lagos,Alhaja Oluwakemi Street,,info@purestringsolution.com,Information & Communication,"Provides It Training, Consulting Services In Security & Solutions, Excel Training, Provides Telecoms Services, Time-Attendance And Access Control Solutions, Security Solutions And Consultancy Services",,
,EKO SUPPORT SERVICES LIMITED,234(0)8033072640,,Lagos,Eko Base Bullnose Apapa Port,,info@ekosupportservices.com; s.edu@ ekosupportservices.com,Transport/storage,"Engaged In Marine Cargo Handling, Engaged In Transportation Services, Provide Logistic Solutions",,
,JARA MOBILE LIMITED,234(0)8097064539,,Lagos,Herbert Macaulay Way,,help@jara.ng,Information & Communication,"Consumer Insight, Digital Marketing, Technology, Mobile Commerce, Customer Acquisition",,
,STERICON PHARMACEUTICALS INTERNATIONAL LTD,234(0)8071239988,,Lagos,S Close 1 st Avenue,,magdaleneoke@msn.com; aejuetami@stericon.com.ng,Wholesale/retail trade,"Wholesales Drugs, Proprietaries, And Sundries; Wholesales Medical And Hospital Equipment",,
,PFIZER SPECIALTIES LTD.,234(1)2703921,,Lagos,"Adebola House 38 Opebi Road, Ikeja",,near_reception@pfizer.com,Other Service Activities , ,,
,KUNOCH LIMITED,234(1)6311420,,Lagos,Oba Elegushi Road,,info@kunoch.com; support@kunoch.com,Petroleum downstream,"Engaged In Procurement, Importation And Distribution Of Fuels And Gases As Well As Production And Marketing Of Lubricants To Industrial, Automotive And Domestic Customers, Provides Real Estate And Modern Banking Services",,
,ONE FINANCE AND INVESTMENTS LIMITED,234(1)6311215,,Lagos,"Plot 1224, Bishop Oluwole Street Victoria Island",,customer@onefi.co,Other Service Activities , ,,
,MAAJIN WATARI FOUNDATION,234(0)8037039492,,Kano,Gandu Albasa,,info@maajinwatarifoundation.org,Other Service Activities ,Engaged In Social Service And Religious Activites,,
,AMIR AVRAHAM MARKETING LTD,234(1)8419294,,Lagos,Ikorodu Road,,amir@aa-consult.com; sales@aa-consult.com; helpdesk@aa-consu,Information & Communication,"Provide Telecommunication And It Services And Services, Provides Marketing Consulting Services",,
,JOSEY OPTIONS LIMITED,234(0)8024982662,,Lagos,"Oke-Ira Shopping Complex Ayo Alabi Street, Oke-Ira Og",,joseyoptions@gmail.com,Information & Communication,"Engaged Into Structure Cabling, Networking, Cctv Installation And Sales; Invetor Solutions",,
,CIVIC PETROLEUM LIMITED,234(1)2912650,,Lagos,"14, Babatunde Kuboye Street Lekki Phase 1",,info@civicpetroleum.com,Petroleum downstream,"Refined Petroleum Products (Ago, Pms, Dpk, Lpfo, Etc.)",,
,CLEAN SLATE COMMODITIES LIMITED,234(0)8033271042,,Lagos,122 Okota Road Opposite Sterling Bank/Zenith Bank,,cleanslatecomm@yahoo.com,agriculture,Trading Of Agricultural Commodities,,
,GOLDEN STONE INV. LTD,234(1)7915348,,Lagos,8 Ukpaka Close Off International Airport Road,,gsstoneltd20@yahoo.com; gstoneltd20@yahoo.com,Power,Supplies Automobile Batteries,,
,KITH AND KIN EDUCATIONAL SCHOOLS LIMITED,234(0)8035471732,,Lagos,Kaoli Olusanya Street Owode-Ibeshe,,info@kithandkinschools.com,Education,Provides Comprehensive And Foundation Education,,
,CBO CAPITAL PARTNERS LIMITED,234(1)7305631,,Lagos,Ologun Agbaje,,info@cbocapital.com,Financial Services,"Engaged As An Investment Advisory, And Project Development Firm",,
,U.O.S LIMITED,234(0)8035788555,,Lagos,Charity House Akin Lawanson Street,,uos.oj@gmail.com; contact@webbfontaine.com.ng,Other Service Activities ,Engaged Into Supplying Of Forklift Equipment And Engaged Into Providing Branding Services,,
,CHIKKI FOOD INDUSTRIES LIMITED,234(1)4614114,,Lagos,"88A, Ojo Lane, Off HFP Way Dolphin Estate",,chikki.foods@gmail.com; chikki.foods.cs@gmail.com,Manufacturing,"Manufacturers of noodles, Liquid soap",,
,GREMOORE LIMITED,234(0)8034112955,,Lagos,"Henry Ojogho Crescent Plot 12, Block 109 Lekki Phase 1",,info@gremoore.com; Deborah.amiengheme@gremoore.com,Other Service Activities ,"Engineering, Procurement, Construction, Installation (Epci) & Oil&Gas",,
,RURAL - RELIEF FOUNDATION,234(1)2930344,,Lagos,Borokinni Dada Street Ikorodu Road,,nigeria@rrfngo.org,agriculture,"Provides Social Services,Trading Of Bitter Kola, Kolanut, Benni Seed, Soya Beans,Charcoal,Cocoa,Coffee,Cashewnuts,Rubber,Kolanuts,Palm Kernel,Coconuts,Cotton,Ginger,Charcoal,Cow Horns And Hooves,Timbercimelina,Shrimps And Prawns,Sheanut,Sesame Seeds. Agronomy Exportation And Mini-Importation",,
,KESTAVAR LIMITED,234(0)8027360054,,Lagos,Broad Street Bookshop House,,info@kestavarltd.com,Information & Communication,"It Solutions And Provides Business Automation, Process Management, Consulting, Technology Solution And Training Services",,
,SANOFI-AVENTIS NIGERIA LIMITED,234(1)2710135,,Lagos,Dr Nurudeen Olowopopo Avenue,,info.ngr@sanofi.com,Manufacturing,"Engaged In Providing Health Care Services, Training Of Mental Health Professionals And, Research In Mental Health And Related Fields. Manufacturers & Importers (Pharmaceuticals)",,
,MENEBIZ INTERNATIONAL LIMITED,234(80)8063613504,,Abia,157 Market Road ABA,,menebiz@yahoo.com,Other Service Activities ,"Beverages such as Coffee Tea,Powder Milk Baby Powder Milk,Honey,Canned fish,Vegetable oil,canned food,Lipton tea and other beverages",,
,ALMERA CREATIVE DEVELOPMENT FOUNDATION,234(0)8035735582,,Lagos,"99, Obafemi Awolowo Way",,almerafoundation@yahoo.com,Other Service Activities ,Engaged For Woman Security And Community Development,,
,ROYAL EXCHANGE FINANCE & ASSET MANAGEMENT LIMITED,234(1)4606690,,Lagos,26E Abdulrahman Okene Close Off Ligali Ayorinde Street,,finance@royalexchangeplc.com,Financial Services,Provides Financial Services,,
,PIVOT GIS LIMITED,234(1)2918560,,Lagos,"2, Abimbola Awoniyi Close Off Kasumu Ekemode Street",,info@pivotgis.com; piv@yahoo.com,Other Service Activities ,"Provides Technical Expertise To Support Other Organization'S Projects And Operations (An Engineering Procurement, Construction, Operation And Maintenance (Epcm)Contracting Company)",,
,WOMEN AND MODESTY GLOBAL INITIATIVES,234(0)8020588954,,Lagos,5 Wole Omosho Str By Powerline,,info@womenandmodesty.org,Other Service Activities ,"Women Empowerment, Social Services",,
,EMSAP GLOBAL SERVICES COM. LTD,234(0)8067969779,,Lagos,NO 22 Woju road,,emsapproject@gmail.com,Petroleum downstream,Provides  Oil And Gas Field Services,,
,ACTEON PROJECT SERVICES LIMITED,234(0)8029662968,,Lagos,"Mulliner Towers 39, Alfred Rewane Road",,info@acteonproject.com,Petroleum downstream,Oil& Gas Servicing,,
,SANKIL PHARMACEUTICALS LTD,234(1)7629697,,Lagos,"6 & 8 Comfort Olayinka Close Oluti, Off Old Ojo Road",,info@sankilpharma.com; sales@sankilpharma.com,Manufacturing,"Provide Api'S Such As Antibiotics, Pain Management Drugs, Anti Malarial, Gastro And Excipients, Formulations And Finished Products For Pharma Companies",,
,LINCBROL INTERBIZ CONCEPT LIMITED,234(0)8166645584,,Ogun,Ltalero Street,,info@lincbrolexchange.com,Financial Services,Engaged In E-Currency Exchange Services,,
,BISWAL LTD,234(1)7618716,,Lagos,"Plot D, Block 7 Industrial Crescent Arbico Plc Premises, Ilupeju",,info@biswalcom.com; biswal@biswalcom.com,Information & Communication,"Telecommunications Infrastructure Provider site acquisition services, property acquisition services, statutory permits acquisition, turnkey site build services and equipment supply",,
,SHAV ONE LIMITED,234(0)8033487957,,Lagos,Ado avenue,,info@shavonelimited.net,Transport/storage,"Maritime Business Services - Custom Agent, Cargo Handling, Courier Services, Logistics And Transportation. Also Provide Freight Forwarding Services",,
,POLAT INDUSTRIES NIGERIA LIMITED,234(1)5845142,,Lagos,76A Adeniran Ogunsanya Street,,info@polatindustries.com; polatindustries@yahoo.com,Other Service Activities ,"Supplies Of Industrial Machines & Spare Parts, Engineering Materials, Valves Fittings, Compressors, Vacuum Pumps, Machinery For Food Industries",,
,PACMAN TELECOMMUNICATIONS LIMITED,234(0)7037913093,,Lagos,Ajayi Street Onike,,info@pacmanservicesltd.com,Information & Communication,Provider and distributor of Vehicle tracking systems,,
,SPL BUSINESS SOLUTIONS NIGERIA LIMITED,234(1)3424493,,Lagos,Phase 2 Admiral Odu Waye Road,,info@spl-group.com  nigeria@spl.net,Information & Communication,Automated Tailor Machine Repairs,,
,UNICORN EXPLORATION & PRODUCTION NIGERIA LIMITED,234(1)4539774,,Lagos,16D Aki Olugbade Street,,info@uepnl.com; adebayo.jogunosimi@gmail.com,Petroleum downstream,Exploration And Production,,
,CALIBRE ENERGY RESOURCES LIMITED,234(0)8022245776,,Lagos,5A Mosley Road,,calibreerl@gmail.com,Other Service Activities ,Equipment Material Supply Services,,
,INTERNATIONAL VOCATIONAL CENTER,234(0)8034044440,,Abia,"7 Factory Road, Aba Abia",,manuwapedro@gmail.com,Other Service Activities ,Provides Vocational Services; Engaged As Vocational Center; Training In Vocational Services,,
,H2A HOFFMAN CONCEPT LIMITED,234(0)8106575522,,Lagos,Shogunle Airport Agege Motor Road,,h2aconcerpc@gmail.com,Other Service Activities ,Marketing  And Sales Exhibition,,
,ASL BUSINESS SOLUTIONS,234(0)8033061107,,Lagos,Stanbic IBTC Bank Building 10 Mobolaji Bank Anthony Way Maryland,,info@aslbusinesssolutions.com,Information & Communication,Provides Business Technology Solutions And Managed Services,,
,WAEP NIGERIA LIMITED,234(0)8028783375,,Lagos,Plot 58A Omorinre Johnson Street Lekki Phase 1,,info@waepnigeria.com,Other Service Activities ,"Operates Building Maintenance Services, Electrical Equipment Repair Services, Wholesales Chemicals And Allied Products, Provides Water Softener Service, Engaged In Heavy Construction Equipment Rental And Engineering Services",,
,CRESTSAGE LIMITED,234(0)8099413182,,Lagos,1A Olajide George Street Off Admiralty Way,,info@crestsage.com; cemembolu@gmail.com;sales@crestsage.com,Information & Communication,"It Enterprise Solutions, It Procurement And Consultancy, It Infrastructure",,
,TRANSCORE GEOSCIENCE LIMITED,234(1)2956007,,Lagos,Plot 23 Providence Street Lekki Phase 1,,info@transcoregeo.com,Petroleum downstream,"Provision Of Geophysical Services (Seismic Data Acquisition Of Both Onshore And Offshore, Processing And Interpretation); Onshore And Offshore Geotechnical Investigation And Environmental Studies (Topographical, Bathymetry, Cone Penetration Testing, Near Shore, Deep Sample Analysis); Reservoir Studies (Facies Modelling, Avo, Rock Physics Modelling, Inversion), Core Sample Analysis (Routine Core Analysis, Specialized Core Analysis, Core Transportation",,
,WINEX PETROLEUM RESOURCES LIMITED,234(1)4628644,,Lagos,"No.22, Adeola Hopewell Street",,info@winexpetroleum.com,Petroleum downstream,"Specializes In Project Specializes In Project Management, Engineering Design, Procurement, Installation, Construction And Commissioning Of Projects",,
,ATLANTIQUE MARINE & ENGINEERING SERVICES LTD,234(1)2957728,,Lagos,"Plot 25, Block 72 Adebisi Popoola Crescent",,info@atlantiquemarine.com,Other Service Activities ,"Warehousing And Logistics Integrated Solution, Warehousing Services, Haulage Services, Crane And Equipment Leasing, Exploration And Production Support Services, Open Storage Of Pipes, Containers And Equipments, Provision Of Workshop For Prefabrication, Engineering, Procurement And Construction Services (Epc), Mud And Engineering Services",,
,IBIS LAGOS AIRPORT HOTEL,234(1)4483470,,Lagos,35-37 Murtala Mohammed International Airport Road,,h6708@accor.com,Accommodation & Food Services,Hospitality Business,,
,TELEREX ENGINEERING SERVICE LTD,234(0)9070500001,,Lagos,26 Agbado Road Okeayo Bus Stop Iju Ishag,,telerex@outlook.com,Other Service Activities , ,,
,RACHAEL OKEKE OZZOUDE FOUNDATION,234(81)8131814643,,Lagos,69 Iyun Rd Off Western Avenue Surulere,,roofgpc@gmail.com,Other Service Activities ,Engaged In Event Managing,,
,RECYCLE POINTS LIMITED,234(0)8098007003,,Lagos,"Plot 102 Lagos Street, Off Ebute Metta Health Center, Ebute-Metta",,irecycle@recyclepoints.com,Other Service Activities , ,,
,LEADCAPITAL PLC,234(0)8055220167,,Lagos,Plot 281 Ajose Adeogun,,itgroup@leadcapitalng.com,Financial Services,"Investment Banking, Asset Manasgement, Stock Broking",,
,GRAS SAVOYE INSURANCE BROKERS NIGERIA LIMITED,234(1)8440376,,Lagos,Kofoabayomi Street,,ngnineman.coulibaly@ng.grassavoye.com,Financial Services,Engaged As Insurance Brokers,,
,ELECTRONIC SETTLEMENT LIMITED,234(12)914359,,Lagos,"13, Thornborn Avenue Off Montgomery Road, Commercial Avenue",,awojoodu@paypad.com.ng,Financial Services,Engaged In Providing Online Financial Servicesprovides It Solutions,,
,"DEPARTMENT OF COMMUNITY MEDICINE, BAYERO UNIVERSITY KANO",234(0)8035951199,,Kano,Zaria Road,,Universalisah@gmail.com,Education,"Medical Services, Preventive Health Services, Cosulting In Health Related Activities",,
,SHASH INDUSTRIES LIMITED,234(0)8033720646,,Lagos,"4 Abel, Oreniyi Street Ikejia",,shashindltd@gmail.com,Accommodation & Food Services,Manufactures Beer (Alcoholic Beverage),,
,DRAKKEVISTA GLOBAL SERVICES,234(0)8034021043,,Lagos,84B Lafiaji Crescent Dolphin Estate,,davesbunk@gmail.com; services@drakkevista.com,Other Service Activities ,Consulting And Outsourcing Services,,
,DC PREMIUM LOGISTIC AND SOLUTIONS LIMITED,234(1)3429143,,Lagos,Adeyemi Lawson Street,,info@dcpremiumls.com,Other Service Activities ,Risk/Security Management And Consultancy,,
,DEVELOPMENT AFRICA,234(0)9030003344,,Lagos,"3A , Goshen Estate Road",,info@developmentafrica.org,Education,Charity/Ngo (Health And Education),,
,EDWARD & JONES CONTRACTING SERVICES LIMITED,234(0)8033022818,,Lagos,122B Association Way Dolphin Estate,,"info@edwardandjonesng.com, edwardandjonesng.com",Other Service Activities ,Manpower Provision Services. Logistics/Procurement,,
,NORTHBRIDGE ENERGY LIMITED,234(0)8099830311,,Lagos,"Km 46 Lekki-Epe Expressway Near Ibeju-Lekki Lga Secretariat, Igando-Oloja",,acemelobe@northbridgeenergy.com,Petroleum downstream,"Production Of Lubrication Oils; Importation And Salesof Petroleum Products, Engineering Procurement Construction And Consultancy",,
,ARMS OF COMFORT,234(0)8171235696,,Lagos,"Plot 4, 32 Road Gowon Estate",,armsofcomfort@live.com,Other Service Activities ,"Provide Assistance And Care To Vulnerable Children, Widows And Households In The Areas Of Food & Nutrition, Shelter, Protection From Abuse & Exploitation, Healthcare Services, Education, Economic Empowerment And Psycho-Social Support.",,
,FRAJOM GLOBAL SERVICES LIMITED,234(0)8035788555,,Lagos,Charity House 6 Akin Lawanson Street,,okwechimejohn@gmail.com,Construction,General Contractors - Residential Construction; Engaged As Building Contractors,,
,VAS2NETS TECHNOLOGIES LIMITED,234(1)4535371,,Lagos,"Seth House, Ajao Estate 5 Stella Sholanke Street Off Muritala Muhammed International Airport Road",,info@vas2nets.com; t.stuffman@vas2nets.com,Information & Communication,Development Of Consumer & Enterprise Mobile Value Added Services,,
,SCUBED STUDIOS LIMITED,234(1)7101520,,Lagos,Alhaji Jimoh Street,,hello@scubedstudios.com,Information & Communication,Web Designing And Social Media,,
,INTERIOR OPTIONS LIMITED,234(1)4932889,,Lagos,6/8 Industrial Street Off Town Planning Way,,marketing@iofurnitureltd.com,Other Service Activities ,"Furniture Manufacturing and Interior Design Consultancy Company in Nigeria. We have a reputation for creativity, innovation, design and quality",,
,NIGERIAN YOUNG ACADEMY,234(0)7011675625,,Lagos,Ransome Kuti Rd Unilag Nas Office,,ajakindelercmul@edu.ng,Education,Provides Social Services - Motivate Young Researchers; Organize Workshop,,
,QUICKBUY SERVICES LTD,234(0)8030979737,,Lagos,Re-Insurance House 46 Marina Lagos Island,,info@softwaredevelopers.com.ng,Information & Communication,"Engaged in mobile app development, Provides ICT consulting services",,
,TAIWO ADEWOLE AND ASSOCIATES,234(0)8023354679,,Lagos,2NS Avenue 207 Road B Close Plot 647,,taiwo.adewole@taaassociates.com,Other Service Activities , ,,
,JEWELSRIGHT CONSTRUCTION LIMITED,234(0)8032546776,,Lagos,Odusami Street Behind Excellence Hotel Ogba I,,jewelsrightltd@gmail.com,Construction,Construction Of Fabrication And Eriction Of Steel Structure,,
,GHARSU SERVICES LTD,234(0)8060066999,,Ogun,"Ayetoro Junction, Ibadan Expressway 5 Km After Redeem Camp",,support@gharsu.com; saoudnigeria@gmail.com,Manufacturing,Manufactures Corrugated Carton,,
,PINNACLE HEALTH PHARMACEUTICAL & STORES LTD,234(0)8034707350,,Lagos,"Nuru Oniwo Street Aguda, Surulere",,phppharma@yahoo.com,Wholesale/retail trade,Wholesales Pharmaceuticals,,
,KESHINRO ABIODUN CONSULTING LIMITED,234(0)8180733764,,Lagos,Shade Street,,keshinroabiodunconsultinglimited@yahoo.com,Other Service Activities ,Engaged In Business Consulting services,,
,HOPE INSPIRED FOUNDATION FOR WOMEN AND YOUTH,234(0)8036893007,,Lagos,Gerald Esogwa Ave Owode Onirin,,info@hopeinspiredfoundation.com,Other Service Activities ,Provide Social service,,
,CUSTOMER CENTRICITY LIMITED,234(0)8035351523,,Lagos,"Serendipity House 1 Folashade Awe Street, 2Nd Roundabout Off New Creation Street",,ulomau@centricityltd.com,Other Service Activities ,Training And Consulting Services,,
,LEO-RICHARDSON INTERNATIONAL COMPANY LIMITED,234(0)7035693069,,Lagos,"Block 58, Plot 20A Hunponu Wusu Road",,leorichardsonint@yahoo.com,Other Service Activities ,"We Undertake Contracts On Structural And Pipeline Engineering Work, Marine Related Jobs And Marine Equipment Leasing. We Are Also Environmental Contractors",,
,INSULATION DYNAMICS ENGINEERING ACOUSTICAL LIMITED,234(0)7025079580,,Lagos,"No. 310, Agege Motor Road Near Challenge Bus-Stop, Mushin",,idealservices72@yahoo.com; lekano@ideal-ng.com,Other Service Activities ,"Wholesales Sheets, Metal, Wholesales Building Materials, Interior, Wall Cladding, Engaged As Building Contractor, Provides Aluminum Fabrication Service, Engaged In Installation Of Sound (Acoustic) And Thermal Insulation Systems For Buildings",,
,POC NIGERIA LIMITED,234(1)4610598,,Lagos,Lekki Phase I Chris Efunyemi Onanuga Street,,info@paulosajiandco-ng.com,Construction,"Engaged as Real Estate, Surveyors Real Estate and ValuersProject Development Services",,
,REALBANC LIMITED,234(1)4614059,,Lagos,"9A Awori Street, Dolphin Estate Ikoyi",,info@realbanc.com,Other Service Activities , ,,
,EMPORIUM COMMUNICATIONS LIMITED,234(1)2957733,,Lagos,"17A, Emina Crescent Off Toyin Street",,info@emporiumng.com,Other Service Activities ,Marketing Communications,,
,SAFETY CONSULTANTS AND SOLUTION PROVIDERS LIMITED,234(0)8081314194,,Lagos,12B Oguntona Crescent Phase 1,,info@safetysolutionsng.com,Other Service Activities ,"Fire Safety, Process & Technical Safety, Environmental Safety, Construction Safety & Occupational Safety",,
,ADVANCE MEDISYSTEMS LIMITED,234(0)8023882611,,Lagos,"Eleganza Plaza 33, Mobolaji Johnson Way Avenue Oregun",,info@advancemedisystems.com,Other Service Activities ,Medical Equipment Supplier,,
,INTELLIFIN SOLUTIONS LIMITED,234(1)2919900,,Lagos,Phase I Christ Avenue Off Admiralty Road,,info@intellifin.com.ng; ikechi@intellifin.com.ng,other Service Activities ,"Offering Advanced And Cost Effective Solutions And Services To The Finance Sector, Services Provider For Financial And Allied Institutions, Provides Software Solutions To Do Offline/Online Payment Transactions",,
,DARMOL ENGINEERING CONCERNS LTD,234(1)851724,,Lagos,"19 B Asiata Solarin Crescent Off Kudirat Abiola Way, Oregun",,info@de-cons.com,Other Service Activities ,Engaged In Electrical Services Provides Design Services Wholesales Air Conditioning Appliances,,
,DGS INTEGRATED PROJECTS LIMITED,234(1)2955253,,Lagos,Omorinre Johnson Street Lekki Phase 1,,info@dgs-ng.com,Other Service Activities , ,,
,TELVIDA INTERNATIONAL SYSTEMS LTD,234(1)631066,,Lagos,Plot Pc 12 Churchgate Street Victoria Island,,info@telvida.com,Information & Communication,"Telecommunications Business, Specializing In Unified Communications Installation And Support",,
,COASTAL AND RECLAMATION ENGINEERING SERVICES NIGERIA LIMITED,234(1)6280566,,Lagos,"3, Ademola Street",,lagos@cares- group.com,Other Service Activities ,"Technical Consultancy Services - Engineering & Project Management, Risk Management Services, Environmental Services- Environmental Assessment/Studies (Eia), Survey Services- Land, Topography",,
,CITYFLEX INTEGRATED SERVICES LIMITED,234(1)2701580,,Lagos,"20, Aromire Avenue Off Adeniyi Jones",,info@cityflexintegratedservices.com,Transport/storage,"Logistics, Procurement, Marine Services, Courier Services",,
,MOBIFIN SERVICES LTD,234(0)8171100066,,Lagos,"24, Amodu Tijani Close",,info@mobifinng.com; support@mobifinng.com,Information & Communication,"Mobile Ecommerce Infrastructure Service Provider ( Corporate Recharge, Cug Line Recharge, Digital Tv And Electricity Recharge For Corporate Organizations)",,
,ASL LOGISTICS & SUPPLIES LIMITED,234(90)9087842015,,Lagos,15 Musa Yaradua Street,,tosinadeoye@asllogisticsandsuppliers.com,Transport/storage,"Logistics, Hospitality, Chandelling & Catering Services",,
,ORION ENVIRONMENTAL SERVICES LTD,234(0)8099992013,,Lagos,Nuj Lighthouse 3/5 Adeyemo Alakija Street,,darliton@orionenvironmentals.com,Other Service Activities ,"Specializes In Environmental Services, Waste Management, Pest Control & Safety Services Engaged As Real Estate Agents",,
,VETRI INDUSTRIES LIMITED,234(0)8123828840,,Lagos,No. 3A Olutunda Street,,vetri@vetri.net.in,Manufacturing,Printed And Plain Shrink Sleeves Manufacturer (Pvc And Pet),,
,SHARUBUTU INVESTMENT COMPANY LIMITED,234(64)200530,,Kano,"41A Building Niger Street, Offmurtala Muhammad Way",,info@sharubutu.com; admin@sharubutu.com,Wholesale/retail trade,"Trading Of Sanitary Pads, Diapers, Detergents, Lozenges, Tooth Brush, Shaving Products, (Gillette) Batteries, Procter And Gamble",,
,BLUEBEAM CAPITAL LTD,234(1)2952425,,Lagos,16/73 Oyin Jolayemi Street Victoria Island,,"info@bluebeamcapital.com, alaoafeez@gmail.com",Financial Services,"Engaged in to financial consulting Services Engaged in to real estate investments services Engaged in to air, sea and road logistics solutions services Engaged in to wealth management solutions services Engaged in to Private Fund and Asset Management services and Portfolio Management services and Trust Services",,
,DARATOM GLOBAL CONCEPT LIMITED,234(0)8164978388,,Lagos,Best Bargain Place 5B Oyemekun B/S College Road Ogba,,"zoe@daratomglobalconcept.com, dayo@daratomglobalconcept.com",Petroleum downstream,"Trader And Merchandiser Of Crude Oil , Petroleum Products, And Equipment",,
,RYAN & BRENT ASSET LIMITED,234(1)4545587,,Lagos,Suite A103 /104 Ikota Complex Victoria Garden City,,ryanbrentasset@gmail.com; info@ryanbrentasset.com,Construction,"Construction,Information Technology Equipment Supply Services Supply Of Office/Household Equipments And Ppe",,
,FUNPARKE (NIGERIA) LIMITED,234(0)7031855050,,Kano,51 Airport Road,,aa.sharifai@yahoo.com,Other Service Activities ,"Importation of goods (Kitchen wares), Logistics-UNPSC-31241700",,
,CAPITALFIELD INVESTMENT GROUP LIMITED,234(1)4547432,,Lagos,Plot 870 A Bendel Close Off Bishop Aboyade Cole Street,,info@capitalfieldinvestments.com,Other Service Activities ,Diverse Investment In Different Sectors Of The Economy Through Its Subsidiary Companies,,
,TRANSOCEANIC LOGISTICS LIMITED,234(1)8980040,,Lagos,"22A Rafiu Shittu Street Alaka Estate, Surulere",,balli@transoceanic-ng.com; titi@transoceanic-ng.com,Transport/storage,"Freight Forwarders, Clearing Agents, Logistics",,
,SAXENA AGRO PRODUCTS COMPANY LIMITED,234(0)8034074427,,Lagos,"262A Corporate Drive Dolphin Estate, Ikoyi",,mautonconsult@gmail.com,Other Service Activities , ,,
,GIANT BEVERAGES LTD,234(1)2934273,,Lagos,"1, Giant Beverages Road Igberigbe Road, Igbodu",,ookonjo@giantbeverages.com,Manufacturing,Manufacturer And Distributor Of Beverages/ Drinks,,
